date,price_egx30,return_egx30,vol20,dd120,sma200_dist,f1_breadth,f2_basis_smoothed,f3_rate_mom,f4_fx_vel,f4_fx_acc,f5_hhi,f6_herding,f7_panic,f8_illiq_smoothed,f9_ratio,f10_spread,f11_concentration,f12_fx_strain,g1_vix_level,g1_vix_zscore,g2_vix_delta5,g2_vix_accel20,g3_eem_ret20,g3_eem_dd60,g4_dxy_mom20,g4_dxy_mom60,g5_us10y_surge20,g6_wheat_shock20,g6_oil_shock20,g6_commodity_composite,g7_peer_ret20,g7_peer_dd60,target_mae_60,target_mdd_60,target_severe_18,target_crash_25,target_mae_10,target_tactical_drop8,b1_vol_alert,b2_dd_alert,b3_sma_alert,b4_composite_alert,b_vix_alert,hazard_state,is_onset,is_in_risk_set
1998-01-04,998.39,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.35,0.0,23.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1094,0.1094,0,0,0.0318,0,0,0,0,0,0,0,0,1
1998-01-05,996.25,-0.00214,0.0,-0.0021,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.35,0.0,23.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1075,0.1075,0,0,0.033,0,0,0,0,0,0,0,0,1
1998-01-06,992.87,-0.00339,0.0,-0.0055,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.35,0.0,24.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1045,0.1045,0,0,0.0324,0,0,0,0,0,0,0,0,1
1998-01-07,989.35,-0.00355,0.0,-0.0091,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0375,0.0,0.0,0.35,0.0,25.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1013,0.1013,0,0,0.0351,0,0,0,0,0,0,0,0,1
1998-01-08,984.38,-0.00502,0.0,-0.014,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.04,0.0,0.0,0.35,0.0,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967,0.0967,0,0,0.0317,0,0,0,0,0,0,0,0,1
1998-01-11,980.63,-0.00381,0.0,-0.0178,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03333,0.0,0.0,0.35,0.0,28.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0933,0.0933,0,0,0.0338,0,0,0,0,0,0,0,0,1
1998-01-12,971.15,-0.00967,0.0,-0.0273,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.02857,0.0,0.0,0.35,0.0,28.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844,0.0844,0,0,0.0331,0,0,0,0,0,0,0,0,1
1998-01-13,966.69,-0.00459,0.0,-0.0318,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.025,0.0,0.0,0.35,0.0,28.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802,0.0841,0,0,0.0441,0,0,0,0,0,0,0,0,1
1998-01-14,967.85,0.0012,0.0,-0.0306,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.04435,0.0,0.0,0.35,0.0,25.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0813,0.0841,0,0,0.0569,0,0,0,0,0,0,0,0,1
1998-01-15,970.21,0.00244,0.0,-0.0282,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03992,0.0,0.0,0.35,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0835,0.0841,0,0,0.0835,1,0,0,0,0,0,0,0,1
1998-01-18,970.85,0.00066,0.0,-0.0276,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03629,0.0,0.0,0.35,0.0,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841,0.0841,0,0,0.0841,1,0,0,0,0,0,0,0,1
1998-01-19,963.4,-0.00767,0.0,-0.035,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03743,0.0,0.0,0.35,0.0,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0771,0.0771,0,0,0.0771,0,0,0,0,0,0,0,0,1
1998-01-20,960.73,-0.00277,0.0,-0.0377,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03455,0.0,0.0,0.35,0.0,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745,0.0745,0,0,0.0745,0,0,0,0,0,0,0,0,1
1998-01-21,954.59,-0.00639,0.0,-0.0439,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03208,0.0,0.0,0.35,0.0,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685,0.0685,0,0,0.0685,0,0,0,0,0,0,0,0,1
1998-01-22,953.17,-0.00149,0.0,-0.0453,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03328,0.0,0.0,0.35,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672,0.0672,0,0,0.0672,0,0,0,0,0,0,0,0,1
1998-01-25,947.48,-0.00597,0.0,-0.051,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0312,0.0,0.0,0.35,0.0,23.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.0616,0,0,0.0616,0,0,0,0,0,0,0,0,1
1998-01-26,939.03,-0.00892,0.0,-0.0595,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03916,0.0,0.0,0.35,0.0,23.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531,0.0531,0,0,0.0531,0,0,0,0,0,0,0,0,1
1998-01-27,924.06,-0.01594,0.0,-0.0744,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03976,0.0,0.0,0.35,0.0,23.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378,0.0581,0,0,0.0378,0,0,0,0,0,0,0,0,1
1998-02-01,912.81,-0.01217,0.0,-0.0857,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.04818,0.0,0.0,0.35,0.0,21.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259,0.0762,0,0,0.0259,0,0,0,0,0,0,0,0,1
1998-02-02,889.16,-0.02591,0.1021,-0.1094,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.04577,0.0,0.0,0.35,0.0,21.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0762,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-02-03,901.59,0.01398,0.1216,-0.097,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1194,0.04327,0.0,0.0,0.35,0.0,21.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.098,0.0,0.0,0.0,0.0,0.0,0.0056,0.0762,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-02-04,912.05,0.0116,0.1344,-0.0865,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1173,0.04327,0.0,0.0,0.35,0.0,20.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.017,0.0762,0,0,0.0007,0,0,0,0,0,0,0,0,1
1998-02-05,920.69,0.00947,0.1427,-0.0778,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1139,0.04077,0.0,0.0,0.35,0.0,20.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0262,0.0762,0,0,0.01,0,0,0,0,0,0,0,0,1
1998-02-08,935.19,0.01575,0.1578,-0.0633,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1103,0.04327,0.0,0.0,0.35,0.0,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0413,0.0762,0,0,0.0254,0,0,0,0,0,0,0,0,1
1998-02-09,935.38,0.0002,0.1579,-0.0631,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1053,0.04077,0.0,0.0,0.35,0.0,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0463,0.0809,0,0,0.0256,0,0,0,0,0,0,0,0,1
1998-02-10,917.93,-0.01866,0.1675,-0.0806,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1202,0.04327,0.0,0.0,0.35,0.0,21.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0418,0.0937,0,0,0.0071,0,0,0,0,0,0,0,0,1
1998-02-11,918.68,0.00082,0.1663,-0.0798,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1105,0.04327,0.0,0.0,0.35,0.0,20.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0508,0.1015,0,0,0.0079,0,0,0,0,0,0,0,0,1
1998-02-12,920.0,0.00144,0.1668,-0.0785,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1059,0.04577,0.0,0.0,0.35,0.0,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0685,0.117,0,0,0.0093,0,0,0,0,0,0,0,0,1
1998-02-15,914.02,-0.0065,0.1668,-0.0845,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1124,0.03831,0.0,0.0,0.35,0.0,19.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0624,0.117,0,0,0.0028,0,0,0,0,0,0,0,0,1
1998-02-16,913.93,-0.0001,0.166,-0.0846,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1125,0.04659,0.0,0.0,0.35,0.0,19.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0623,0.117,0,0,0.0027,0,0,0,0,0,0,0,0,1
1998-02-17,911.45,-0.00271,0.1655,-0.0871,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1152,0.04659,0.0,0.0,0.35,0.0,19.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,0.0597,0.117,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-02-18,916.19,0.0052,0.167,-0.0823,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1075,0.04409,0.0,0.0,0.35,0.0,20.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083,0.0,0.0,0.0,0.0,0.0,0.0646,0.117,0,0,0.0038,0,0,0,0,0,0,0,0,1
1998-02-19,919.95,0.0041,0.1686,-0.0786,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1048,0.04409,0.0,0.0,0.35,0.0,19.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,0.0703,0.1188,0,0,0.0079,0,0,0,0,0,0,0,0,1
1998-02-22,912.67,-0.00791,0.1691,-0.0859,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1063,0.04659,0.0,0.0,0.35,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.0,0.0,0.0,0.0,0.0,0.0629,0.1188,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-02-23,914.66,0.00218,0.1698,-0.0839,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1048,0.04659,0.0,0.0,0.35,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0746,0.1279,0,0,0.0009,0,0,0,0,0,0,0,0,1
1998-02-24,913.83,-0.00091,0.1692,-0.0847,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0997,0.04659,0.0,0.0,0.35,0.0,18.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113,0.0,0.0,0.0,0.0,0.0,0.0886,0.1419,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-02-25,917.71,0.00425,0.1683,-0.0808,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0908,0.03826,0.0,0.0,0.35,0.0,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0925,0.1419,0,0,0.0007,0,0,0,0,0,0,0,0,1
1998-02-26,918.29,0.00063,0.1594,-0.0802,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0749,0.03576,0.0,0.0,0.35,0.0,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1056,0.1538,0,0,0.0013,0,0,0,0,0,0,0,0,1
1998-03-01,917.09,-0.00131,0.1535,-0.0814,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.064,0.02578,0.0,0.0,0.35,0.0,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.1177,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-02,925.42,0.00908,0.123,-0.0731,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0381,0.02578,0.0,0.0,0.35,0.0,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.1257,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-03,932.42,0.00756,0.117,-0.0661,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0381,0.03573,0.0,0.0,0.35,0.0,19.19,0.0,0.2,-0.11,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.1322,0.1663,0,0,0.0049,0,0,0,0,0,0,0,0,1
1998-03-04,944.52,0.01298,0.1185,-0.054,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0381,0.03323,0.0,0.0,0.35,0.0,19.04,0.0,-0.31,1.12,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.0,0.1433,0.1663,0,0,0.0177,0,0,0,0,0,0,0,0,1
1998-03-05,936.02,-0.009,0.1206,-0.0625,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0471,0.03323,0.0,0.0,0.35,0.0,19.58,0.0,0.96,2.84,0.0,0.0,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.1356,0.1663,0,0,0.0087,0,0,0,0,0,0,0,0,1
1998-03-08,933.08,-0.00314,0.1083,-0.0654,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0502,0.03073,0.0,0.0,0.35,0.0,19.14,0.0,0.59,3.78,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1328,0.1663,0,0,0.0056,0,0,0,0,0,0,0,0,1
1998-03-09,929.42,-0.00392,0.1091,-0.0691,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0542,0.03073,0.0,0.0,0.35,0.0,19.14,0.0,0.59,3.19,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1294,0.1663,0,0,0.0017,0,0,0,0,0,0,0,0,1
1998-03-10,927.83,-0.00171,0.0866,-0.0707,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0372,0.02823,0.0,0.0,0.35,0.0,20.23,0.0,1.04,5.82,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.1279,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-11,932.58,0.00512,0.0881,-0.0659,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0372,0.02823,0.0,0.0,0.35,0.0,19.43,0.0,0.39,6.8,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1324,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-12,938.86,0.00673,0.0905,-0.0596,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0372,0.02823,0.0,0.0,0.35,0.0,18.89,0.0,-0.69,6.15,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.1382,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-15,939.29,0.00046,0.0863,-0.0592,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0307,0.02573,0.0,0.0,0.35,0.0,18.71,0.0,-0.43,4.2,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.1386,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-16,949.0,0.01034,0.0914,-0.0495,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0306,0.01996,0.0,0.0,0.35,0.0,18.71,0.0,-0.43,2.78,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.1474,0.1663,0,0,0.0023,0,0,0,0,0,0,0,0,1
1998-03-17,946.77,-0.00235,0.0912,-0.0517,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.01996,0.0,0.0,0.35,0.0,18.51,0.0,-1.72,0.48,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.1454,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-18,948.1,0.0014,0.0904,-0.0504,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.01996,0.0,0.0,0.35,0.0,18.66,0.0,-0.77,-1.21,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.1466,0.1663,0,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-19,953.28,0.00546,0.091,-0.0452,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.01996,0.0,0.0,0.35,0.0,18.29,0.0,-0.6,0.62,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.1715,0.1862,1,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-22,956.11,0.00297,0.0839,-0.0423,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0223,0.01746,0.0,0.0,0.35,0.0,18.69,0.0,-0.02,2.34,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.1966,0.2085,1,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-23,969.47,0.01397,0.093,-0.029,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0223,0.01496,0.0,0.0,0.35,0.0,18.69,0.0,-0.02,3.22,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.2076,0.2085,1,0,0.0119,0,0,0,0,0,0,0,0,1
1998-03-24,966.74,-0.00282,0.0942,-0.0317,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0242,0.01496,0.0,0.0,0.35,0.0,19.98,0.0,1.47,5.32,0.0,0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.2054,0.2085,1,0,0.0091,0,0,0,0,0,0,0,0,1
1998-03-25,957.94,-0.0091,0.1026,-0.0405,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0333,0.01496,0.0,0.0,0.35,0.0,20.51,0.0,1.85,5.13,0.0,0.0,0.0,0.0,-0.113,0.0,0.0,0.0,0.0,0.0,0.1981,0.2085,1,0,-0.0,0,0,0,0,0,0,0,0,1
1998-03-26,959.99,0.00214,0.1025,-0.0385,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0333,0.01496,0.0,0.0,0.35,0.0,22.54,0.0,4.25,9.27,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.1998,0.2085,1,0,0.0028,0,0,0,0,0,0,0,0,1
1998-03-29,970.55,0.011,0.1059,-0.0279,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.032,0.01496,0.0,0.0,0.35,0.0,23.47,0.0,4.78,7.84,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.2085,0.2085,1,0,0.0136,0,0,0,0,0,0,1,1,1
1998-03-30,968.11,-0.00251,0.1049,-0.0303,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0346,0.01496,0.0,0.0,0.35,0.0,23.47,0.0,4.78,7.84,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.2065,0.2065,1,0,0.0113,0,0,0,0,0,0,2,0,0
1998-03-31,966.53,-0.00163,0.1039,-0.0319,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0362,0.005,0.0381,0.0,0.35,0.0,24.66,0.0,4.68,7.64,0.0,0.0,0.0177,0.0124,0.001,0.0,0.0,0.0,0.0383,-0.0386,0.2052,0.2052,1,0,0.0215,0,0,0,0,0,0,2,0,0
1998-04-01,964.95,-0.00163,0.0961,-0.0335,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0378,0.005,0.0355,0.0,0.35,0.0,24.22,0.0,3.71,6.81,0.0,0.0,0.0196,0.014,-0.092,0.0,0.0,0.0,0.0497,-0.0342,0.2039,0.2052,1,0,0.0279,0,0,0,0,0,0,2,0,0
1998-04-02,961.42,-0.00366,0.0907,-0.037,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0325,0.005,0.0368,0.0,0.35,0.0,23.37,0.0,0.83,4.76,0.0,0.0,0.0174,0.0064,-0.147,0.0,0.0,0.0,0.0593,-0.0343,0.201,0.2052,1,0,0.0333,0,0,0,0,0,0,2,0,0
1998-04-05,960.45,-0.00101,0.0897,-0.038,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.0075,0.0237,0.0,0.35,0.0,21.82,0.0,-1.65,4.05,0.0,0.0,0.0107,0.0039,-0.259,0.0,0.0,0.0,0.0548,-0.0356,0.2002,0.2052,1,0,0.0344,0,0,0,0,0,0,2,0,0
1998-04-09,959.68,-0.0008,0.0879,-0.0388,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0272,0.0075,0.0013,0.0,0.35,0.0,23.17,0.0,-0.3,5.4,0.0,0.0,-0.0062,-0.0054,-0.142,0.0,0.0,0.0,0.0572,-0.0303,0.1996,0.2052,1,0,0.0336,0,0,0,0,0,0,2,0,0
1998-04-12,966.46,0.00706,0.089,-0.032,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0255,0.0075,0.0051,0.0,0.35,0.0,21.51,0.0,-3.15,2.6,0.0,0.0,-0.0008,-0.0057,-0.083,0.0,0.0,0.0,0.0521,-0.0309,0.2055,0.2055,1,0,0.0404,0,0,0,0,0,0,2,0,0
1998-04-13,964.25,-0.00229,0.0895,-0.0342,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0278,0.01575,-0.0361,0.0,0.35,0.0,21.51,0.0,-2.71,3.31,0.0,0.0,-0.0005,-0.0057,-0.079,0.0,0.0,0.0,0.0448,-0.0282,0.2079,0.2079,1,0,0.0408,0,0,0,0,0,0,2,0,0
1998-04-14,957.31,-0.0072,0.0925,-0.0411,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.035,0.01325,-0.0213,0.0,0.35,0.0,22.77,0.0,-0.6,5.37,0.0,0.0,-0.0014,-0.0049,0.033,0.0,0.0,0.0,0.0546,-0.0184,0.2032,0.2045,1,0,0.0451,0,0,0,0,0,0,2,0,0
1998-04-15,958.9,0.00166,0.0925,-0.0396,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.035,0.01325,-0.024,0.0,0.35,0.0,21.61,0.0,-0.21,4.03,0.0,0.0,-0.0036,-0.0119,0.046,0.0,0.0,0.0,0.0663,-0.0136,0.2052,0.2052,1,0,0.065,0,0,0,0,0,0,2,0,0
1998-04-16,957.15,-0.00183,0.0865,-0.0413,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0368,0.01075,-0.0663,0.0,0.35,0.0,20.89,0.0,-2.28,3.31,0.0,0.0,-0.0028,-0.0114,0.025,0.0,0.0,0.0,0.0874,-0.0115,0.2058,0.2058,1,0,0.0633,0,0,0,0,0,0,2,0,0
1998-04-21,945.73,-0.01193,0.0962,-0.0527,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0464,0.01075,-0.0653,0.0,0.35,0.0,20.39,0.0,-1.12,3.21,0.0,0.0,-0.003,-0.0117,0.101,0.0,0.0,0.0,0.1094,-0.0111,0.2039,0.2039,1,0,0.052,0,0,0,0,0,0,2,0,0
1998-04-22,938.0,-0.00817,0.1,-0.0605,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0546,0.01075,-0.0627,0.0,0.35,0.0,19.91,0.0,-1.6,3.35,0.0,0.0,-0.0083,-0.0168,0.118,0.0,0.0,0.0,0.1138,-0.0144,0.2029,0.2029,1,0,0.0442,0,0,0,0,0,0,2,0,0
1998-04-23,929.37,-0.0092,0.1018,-0.0691,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0638,0.01075,-0.0298,0.0,0.35,0.0,19.44,0.0,-3.33,2.52,0.0,0.0,-0.011,-0.0163,0.11,0.0,0.0,0.0,0.1257,-0.0191,0.1955,0.1955,1,0,0.0353,0,0,0,0,0,0,2,0,0
1998-04-26,927.39,-0.00213,0.1007,-0.0711,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0659,0.01075,-0.0515,0.0,0.35,0.0,21.97,0.0,0.36,3.59,0.0,0.0,-0.0118,-0.018,0.093,0.0,0.0,0.0,0.0983,-0.0404,0.1938,0.1951,1,0,0.0332,0,0,0,0,0,0,2,0,0
1998-04-28,928.13,0.0008,0.0841,-0.0704,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0659,0.01075,0.0032,0.0,0.35,0.0,26.09,0.0,5.2,7.71,0.0,0.0,-0.0122,-0.009,0.229,0.0,0.0,0.0,0.0703,-0.0664,0.1945,0.1951,1,0,0.0389,0,0,0,0,0,0,2,0,0
