date,year,close,ret_1d,vol20,dd120,sma200_dist,f1_breadth,f2_gdr_basis,f3_rate_mom,f4_fx_vel,f4_fx_acc,f5_hhi,f6_herding,f7_panic,f8_illiq,f9_ratio,f10_spread,target_mae_60,target_mdd_60,state,in_risk_set,b1_vol,b2_dd,b3_sma,b4_composite
1998-02-08,1998,935.19,0.01575,0.1578,-0.0633,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1103,0.04327,0.0,0.0,0.0413,0.0762,0,1,0,0,0,0
1998-02-09,1998,935.38,0.0002,0.1579,-0.0631,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1053,0.04077,0.0,0.0,0.0463,0.0809,0,1,0,0,0,0
1998-02-10,1998,917.93,-0.01866,0.1675,-0.0806,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1202,0.04327,0.0,0.0,0.0418,0.0937,0,1,0,0,0,0
1998-02-11,1998,918.68,0.00082,0.1663,-0.0798,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1105,0.04327,0.0,0.0,0.0508,0.1015,0,1,0,0,0,0
1998-02-12,1998,920.0,0.00144,0.1668,-0.0785,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1059,0.04577,0.0,0.0,0.0685,0.117,0,1,0,0,0,0
1998-02-15,1998,914.02,-0.0065,0.1668,-0.0845,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1124,0.03831,0.0,0.0,0.0624,0.117,0,1,0,0,0,0
1998-02-16,1998,913.93,-0.0001,0.166,-0.0846,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1125,0.04659,0.0,0.0,0.0623,0.117,0,1,0,0,0,0
1998-02-17,1998,911.45,-0.00271,0.1655,-0.0871,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1152,0.04659,0.0,0.0,0.0597,0.117,0,1,0,0,0,0
1998-02-18,1998,916.19,0.0052,0.167,-0.0823,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1075,0.04409,0.0,0.0,0.0646,0.117,0,1,0,0,0,0
1998-02-19,1998,919.95,0.0041,0.1686,-0.0786,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1048,0.04409,0.0,0.0,0.0703,0.1188,0,1,0,0,0,0
1998-02-22,1998,912.67,-0.00791,0.1691,-0.0859,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1063,0.04659,0.0,0.0,0.0629,0.1188,0,1,0,0,0,0
1998-02-23,1998,914.66,0.00218,0.1698,-0.0839,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.1048,0.04659,0.0,0.0,0.0746,0.1279,0,1,0,0,0,0
1998-02-24,1998,913.83,-0.00091,0.1692,-0.0847,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0997,0.04659,0.0,0.0,0.0886,0.1419,0,1,0,0,0,0
1998-02-25,1998,917.71,0.00425,0.1683,-0.0808,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0908,0.03826,0.0,0.0,0.0925,0.1419,0,1,0,0,0,0
1998-02-26,1998,918.29,0.00063,0.1594,-0.0802,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0749,0.03576,0.0,0.0,0.1056,0.1538,0,1,0,0,0,0
1998-03-01,1998,917.09,-0.00131,0.1535,-0.0814,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.064,0.02578,0.0,0.0,0.1177,0.1663,0,1,0,0,0,0
1998-03-02,1998,925.42,0.00908,0.123,-0.0731,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0381,0.02578,0.0,0.0,0.1257,0.1663,0,1,0,0,0,0
1998-03-03,1998,932.42,0.00756,0.117,-0.0661,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0381,0.03573,0.0,0.0,0.1322,0.1663,0,1,0,0,0,0
1998-03-04,1998,944.52,0.01298,0.1185,-0.054,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0381,0.03323,0.0,0.0,0.1433,0.1663,0,1,0,0,0,0
1998-03-05,1998,936.02,-0.009,0.1206,-0.0625,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0471,0.03323,0.0,0.0,0.1356,0.1663,0,1,0,0,0,0
1998-03-08,1998,933.08,-0.00314,0.1083,-0.0654,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0502,0.03073,0.0,0.0,0.1328,0.1663,0,1,0,0,0,0
1998-03-09,1998,929.42,-0.00392,0.1091,-0.0691,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0542,0.03073,0.0,0.0,0.1294,0.1663,0,1,0,0,0,0
1998-03-10,1998,927.83,-0.00171,0.0866,-0.0707,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0372,0.02823,0.0,0.0,0.1279,0.1663,0,1,0,0,0,0
1998-03-11,1998,932.58,0.00512,0.0881,-0.0659,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0372,0.02823,0.0,0.0,0.1324,0.1663,0,1,0,0,0,0
1998-03-12,1998,938.86,0.00673,0.0905,-0.0596,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0372,0.02823,0.0,0.0,0.1382,0.1663,0,1,0,0,0,0
1998-03-15,1998,939.29,0.00046,0.0863,-0.0592,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0307,0.02573,0.0,0.0,0.1386,0.1663,0,1,0,0,0,0
1998-03-16,1998,949.0,0.01034,0.0914,-0.0495,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0306,0.01996,0.0,0.0,0.1474,0.1663,0,1,0,0,0,0
1998-03-17,1998,946.77,-0.00235,0.0912,-0.0517,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.01996,0.0,0.0,0.1454,0.1663,0,1,0,0,0,0
1998-03-18,1998,948.1,0.0014,0.0904,-0.0504,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.01996,0.0,0.0,0.1466,0.1663,0,1,0,0,0,0
1998-03-19,1998,953.28,0.00546,0.091,-0.0452,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.01996,0.0,0.0,0.1715,0.1862,0,1,0,0,0,0
1998-03-22,1998,956.11,0.00297,0.0839,-0.0423,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0223,0.01746,0.0,0.0,0.1966,0.2085,0,1,0,0,0,0
1998-03-23,1998,969.47,0.01397,0.093,-0.029,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0223,0.01496,0.0,0.0,0.2076,0.2085,0,1,0,0,0,0
1998-03-24,1998,966.74,-0.00282,0.0942,-0.0317,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0242,0.01496,0.0,0.0,0.2054,0.2085,0,1,0,0,0,0
1998-03-25,1998,957.94,-0.0091,0.1026,-0.0405,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0333,0.01496,0.0,0.0,0.1981,0.2085,0,1,0,0,0,0
1998-03-26,1998,959.99,0.00214,0.1025,-0.0385,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0333,0.01496,0.0,0.0,0.1998,0.2085,0,1,0,0,0,0
1998-03-29,1998,970.55,0.011,0.1059,-0.0279,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.032,0.01496,0.0,0.0,0.2085,0.2085,1,1,0,0,0,0
1998-03-30,1998,968.11,-0.00251,0.1049,-0.0303,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0346,0.01496,0.0,0.0,0.2065,0.2065,2,0,0,0,0,0
1998-03-31,1998,966.53,-0.00163,0.1039,-0.0319,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0362,0.005,0.0381,0.0,0.2052,0.2052,2,0,0,0,0,0
1998-04-01,1998,964.95,-0.00163,0.0961,-0.0335,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0378,0.005,0.0355,0.0,0.2039,0.2052,2,0,0,0,0,0
1998-04-02,1998,961.42,-0.00366,0.0907,-0.037,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0325,0.005,0.0368,0.0,0.201,0.2052,2,0,0,0,0,0
1998-04-05,1998,960.45,-0.00101,0.0897,-0.038,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0303,0.0075,0.0237,0.0,0.2002,0.2052,2,0,0,0,0,0
1998-04-09,1998,959.68,-0.0008,0.0879,-0.0388,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0272,0.0075,0.0013,0.0,0.1996,0.2052,2,0,0,0,0,0
1998-04-12,1998,966.46,0.00706,0.089,-0.032,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0255,0.0075,0.0051,0.0,0.2055,0.2055,2,0,0,0,0,0
